Year,Period,Scheme_description,Residence_county,Recipients
2020,3,Jobseekers Allowance,Longford,2249
2020,3,Jobseekers Benefit,Longford,561
2020,3,Widows Non Contributory Pension,Longford,21
2020,3,Maternity Benefit,Louth,694
2020,3,One Parent Family Payment,Louth,1524
2020,3,Parents Benefit,Louth,116
2020,3,Paternity Benefit,Louth,154
2020,3,Pandemic Unemployment Claim,Louth,12398
2020,3,Jobseekers Allowance,Louth,6449
2020,3,Jobseekers Benefit,Louth,1693
2020,3,Widows Non Contributory Pension,Louth,46
2020,3,Maternity Benefit,Mayo,677
2020,3,One Parent Family Payment,Mayo,840
2020,3,Parents Benefit,Mayo,112
2020,3,Paternity Benefit,Mayo,175
2020,3,Pandemic Unemployment Claim,Mayo,11145
2020,3,Jobseekers Allowance,Mayo,5632
2020,3,Jobseekers Benefit,Mayo,1790
2020,3,Widows Non Contributory Pension,Mayo,65
2020,3,Maternity Benefit,Meath,1297
2020,3,One Parent Family Payment,Meath,1508
2020,3,Parents Benefit,Meath,195
2020,3,Paternity Benefit,Meath,325
2020,3,Pandemic Unemployment Claim,Meath,18654
2020,3,Jobseekers Allowance,Meath,5785
2020,3,Jobseekers Benefit,Meath,2966
2020,3,Widows Non Contributory Pension,Meath,28
2020,3,Maternity Benefit,Monaghan,398
2020,3,One Parent Family Payment,Monaghan,435
2020,3,Parents Benefit,Monaghan,85
2020,3,Paternity Benefit,Monaghan,90
2020,3,Pandemic Unemployment Claim,Monaghan,5948
2020,3,Jobseekers Allowance,Monaghan,2166
2020,3,Jobseekers Benefit,Monaghan,836
2020,3,Widows Non Contributory Pension,Monaghan,30
2020,3,Maternity Benefit,Offaly,399
2020,3,One Parent Family Payment,Offaly,663
2020,3,Parents Benefit,Offaly,53
2020,3,Paternity Benefit,Offaly,107
2020,3,Pandemic Unemployment Claim,Offaly,6455
2020,3,Jobseekers Allowance,Offaly,3156
2020,3,Jobseekers Benefit,Offaly,1129
2020,3,Widows Non Contributory Pension,Offaly,22
2020,3,Maternity Benefit,Roscommon,371
2020,3,One Parent Family Payment,Roscommon,352
2020,3,Parents Benefit,Roscommon,74
2020,3,Paternity Benefit,Roscommon,101
2020,3,Pandemic Unemployment Claim,Roscommon,5162
2020,3,Jobseekers Allowance,Roscommon,2231
2020,3,Jobseekers Benefit,Roscommon,878
2020,3,Widows Non Contributory Pension,Roscommon,26
2020,3,Maternity Benefit,Sligo,374
2020,3,One Parent Family Payment,Sligo,552
2020,3,Parents Benefit,Sligo,50
2020,3,Paternity Benefit,Sligo,87
2020,3,Pandemic Unemployment Claim,Sligo,5630
2020,3,Jobseekers Allowance,Sligo,2891
2020,3,Jobseekers Benefit,Sligo,876
2020,3,Widows Non Contributory Pension,Sligo,19
2020,3,Maternity Benefit,Tipperary,860
2020,3,One Parent Family Payment,Tipperary,1521
2020,3,Parents Benefit,Tipperary,150
2020,3,Paternity Benefit,Tipperary,205
2020,3,Pandemic Unemployment Claim,Tipperary,12253
2020,3,Jobseekers Allowance,Tipperary,6729
2020,3,Jobseekers Benefit,Tipperary,1981
2020,3,Widows Non Contributory Pension,Tipperary,66
2020,3,Maternity Benefit,Waterford,618
2020,3,One Parent Family Payment,Waterford,1325
2020,3,Parents Benefit,Waterford,137
2020,3,Paternity Benefit,Waterford,138
2020,3,Pandemic Unemployment Claim,Waterford,9669
2020,3,Jobseekers Allowance,Waterford,6384
2020,3,Jobseekers Benefit,Waterford,1651
2020,3,Widows Non Contributory Pension,Waterford,23
2020,3,Maternity Benefit,Westmeath,539
2020,3,One Parent Family Payment,Westmeath,795
2020,3,Parents Benefit,Westmeath,92
2020,3,Paternity Benefit,Westmeath,137
2020,3,Pandemic Unemployment Claim,Westmeath,7580
2020,3,Jobseekers Allowance,Westmeath,3712
2020,3,Jobseekers Benefit,Westmeath,1239
2020,3,Widows Non Contributory Pension,Westmeath,30
2020,3,Maternity Benefit,Wexford,770
2020,3,One Parent Family Payment,Wexford,1530
2020,3,Parents Benefit,Wexford,147
2020,3,Paternity Benefit,Wexford,192
2020,3,Pandemic Unemployment Claim,Wexford,13157
2020,3,Jobseekers Allowance,Wexford,7558
2020,3,Jobseekers Benefit,Wexford,2291
2020,3,Widows Non Contributory Pension,Wexford,49
2020,3,Maternity Benefit,Wicklow,818
2020,3,One Parent Family Payment,Wicklow,1222
2020,3,Parents Benefit,Wicklow,125
2020,3,Paternity Benefit,Wicklow,176
2020,3,Pandemic Unemployment Claim,Wicklow,13452
2020,3,Jobseekers Allowance,Wicklow,4799
2020,3,Jobseekers Benefit,Wicklow,2109
2020,3,Widows Non Contributory Pension,Wicklow,34
2020,4,Back to Work Scheme Family Dividend,Carlow,100
2020,4,Child Benefit,Carlow,8440
2020,4,Working Family Payment,Carlow,805
2020,4,Back to Work Scheme Family Dividend,Cavan,71
2020,4,Child Benefit,Cavan,10675
2020,4,Working Family Payment,Cavan,1223
2020,4,Back to Work Scheme Family Dividend,Clare,70
2020,4,Child Benefit,Clare,15615
2020,4,Working Family Payment,Clare,1158
2020,4,Back to Work Scheme Family Dividend,Cork,377
2020,4,Child Benefit,Cork,71210
2020,4,Working Family Payment,Cork,5326
2020,4,Back to Work Scheme Family Dividend,Donegal,219
2020,4,Child Benefit,Donegal,20388
2020,4,Working Family Payment,Donegal,2596
2020,4,Back to Work Scheme Family Dividend,Dublin,1107
2020,4,Child Benefit,Dublin,173207
2020,4,Working Family Payment,Dublin,12273
2020,4,Back to Work Scheme Family Dividend,Galway,172
2020,4,Child Benefit,Galway,32863
2020,4,Working Family Payment,Galway,2408
2020,4,Back to Work Scheme Family Dividend,Kerry,114
2020,4,Child Benefit,Kerry,17978
2020,4,Working Family Payment,Kerry,1556
2020,4,Back to Work Scheme Family Dividend,Kildare,219
2020,4,Child Benefit,Kildare,34262
2020,4,Working Family Payment,Kildare,2239
2020,4,Back to Work Scheme Family Dividend,Kilkenny,69
2020,4,Child Benefit,Kilkenny,12989
2020,4,Working Family Payment,Kilkenny,1012
2020,4,Back to Work Scheme Family Dividend,Laois,138
2020,4,Child Benefit,Laois,12470
2020,4,Working Family Payment,Laois,1108
2020,4,Back to Work Scheme Family Dividend,Leitrim,23
2020,4,Child Benefit,Leitrim,4254
2020,4,Working Family Payment,Leitrim,371
2020,4,Back to Work Scheme Family Dividend,Limerick,109
2020,4,Child Benefit,Limerick,25127
2020,4,Working Family Payment,Limerick,2198
2020,4,Back to Work Scheme Family Dividend,Longford,49
2020,4,Child Benefit,Longford,5920
2020,4,Working Family Payment,Longford,746
2020,4,Back to Work Scheme Family Dividend,Louth,131
2020,4,Child Benefit,Louth,18626
2020,4,Working Family Payment,Louth,1953
2020,4,Back to Work Scheme Family Dividend,Mayo,73
2020,4,Child Benefit,Mayo,15836
2020,4,Working Family Payment,Mayo,1400
2020,4,Back to Work Scheme Family Dividend,Meath,161
2020,4,Child Benefit,Meath,31106
2020,4,Working Family Payment,Meath,2077
2020,4,Back to Work Scheme Family Dividend,Monaghan,43
2020,4,Child Benefit,Monaghan,8338
2020,4,Working Family Payment,Monaghan,968
2020,4,Back to Work Scheme Family Dividend,Offaly,67
2020,4,Child Benefit,Offaly,10611
2020,4,Working Family Payment,Offaly,994
2020,4,Back to Work Scheme Family Dividend,Roscommon,46
2020,4,Child Benefit,Roscommon,8383
2020,4,Working Family Payment,Roscommon,735
2020,4,Back to Work Scheme Family Dividend,Sligo,72
2020,4,Child Benefit,Sligo,8114
2020,4,Working Family Payment,Sligo,709
2020,4,Back to Work Scheme Family Dividend,Tipperary,211
2020,4,Child Benefit,Tipperary,21267
2020,4,Working Family Payment,Tipperary,1965
2020,4,Back to Work Scheme Family Dividend,Waterford,140
2020,4,Child Benefit,Waterford,15654
2020,4,Working Family Payment,Waterford,1593
2020,4,Back to Work Scheme Family Dividend,Westmeath,70
2020,4,Child Benefit,Westmeath,12716
2020,4,Working Family Payment,Westmeath,1053
2020,4,Back to Work Scheme Family Dividend,Wexford,161
2020,4,Child Benefit,Wexford,21087
2020,4,Working Family Payment,Wexford,2171
2020,4,Back to Work Scheme Family Dividend,Wicklow,98
2020,4,Child Benefit,Wicklow,20463
2020,4,Working Family Payment,Wicklow,1188
2020,4,Carers Allowance,Carlow,1491
2020,4,Carers Benefit,Carlow,43
2020,4,Illness Benefit,Carlow,1650
2020,4,Disability Allowance,Carlow,2414
2020,4,Invalidity Pension,Carlow,1054
2020,4,Carers Allowance,Cavan,1532
2020,4,Carers Benefit,Cavan,78
2020,4,Illness Benefit,Cavan,2054
2020,4,Disability Allowance,Cavan,2294
2020,4,Invalidity Pension,Cavan,902
2020,4,Carers Allowance,Clare,2360
2020,4,Carers Benefit,Clare,127
2020,4,Illness Benefit,Clare,2344
2020,4,Disability Allowance,Clare,3818
2020,4,Invalidity Pension,Clare,1388
2020,4,Carers Allowance,Cork,9995
2020,4,Carers Benefit,Cork,495
2020,4,Illness Benefit,Cork,13555
2020,4,Disability Allowance,Cork,18885
2020,4,Invalidity Pension,Cork,7978
2020,4,Carers Allowance,Donegal,4418
2020,4,Carers Benefit,Donegal,166
2020,4,Illness Benefit,Donegal,3893
2020,4,Disability Allowance,Donegal,6179
2020,4,Invalidity Pension,Donegal,1681
2020,4,Carers Allowance,Dublin,19071
2020,4,Carers Benefit,Dublin,824
2020,4,Illness Benefit,Dublin,26031
2020,4,Disability Allowance,Dublin,36713
2020,4,Invalidity Pension,Dublin,13764
2020,4,Carers Allowance,Galway,4782
2020,4,Carers Benefit,Galway,289
2020,4,Illness Benefit,Galway,6067
2020,4,Disability Allowance,Galway,8491
2020,4,Invalidity Pension,Galway,2301
2020,4,Carers Allowance,Kerry,3298
2020,4,Carers Benefit,Kerry,168
2020,4,Illness Benefit,Kerry,2989
2020,4,Disability Allowance,Kerry,5727
2020,4,Invalidity Pension,Kerry,1793
2020,4,Carers Allowance,Kildare,3396
2020,4,Carers Benefit,Kildare,180
2020,4,Illness Benefit,Kildare,4834
2020,4,Disability Allowance,Kildare,5671
2020,4,Invalidity Pension,Kildare,2700
2020,4,Carers Allowance,Kilkenny,1857
2020,4,Carers Benefit,Kilkenny,72
2020,4,Illness Benefit,Kilkenny,2138
2020,4,Disability Allowance,Kilkenny,3088
2020,4,Invalidity Pension,Kilkenny,1164
2020,4,Carers Allowance,Laois,1894
2020,4,Carers Benefit,Laois,79
2020,4,Illness Benefit,Laois,1861
2020,4,Disability Allowance,Laois,2956
2020,4,Invalidity Pension,Laois,1121
2020,4,Carers Allowance,Leitrim,753
2020,4,Carers Benefit,Leitrim,51
2020,4,Illness Benefit,Leitrim,694
2020,4,Disability Allowance,Leitrim,1151
2020,4,Invalidity Pension,Leitrim,512
2020,4,Carers Allowance,Limerick,4840
2020,4,Carers Benefit,Limerick,192
2020,4,Illness Benefit,Limerick,4874
2020,4,Disability Allowance,Limerick,8003
2020,4,Invalidity Pension,Limerick,3527
2020,4,Carers Allowance,Longford,1200
2020,4,Carers Benefit,Longford,38
2020,4,Illness Benefit,Longford,1065
2020,4,Disability Allowance,Longford,1885
2020,4,Invalidity Pension,Longford,661
2020,4,Carers Allowance,Louth,2710
2020,4,Carers Benefit,Louth,123
2020,4,Illness Benefit,Louth,3554
2020,4,Disability Allowance,Louth,4424
2020,4,Invalidity Pension,Louth,1804
2020,4,Carers Allowance,Mayo,3010
2020,4,Carers Benefit,Mayo,147
2020,4,Illness Benefit,Mayo,2977
2020,4,Disability Allowance,Mayo,4490
2020,4,Invalidity Pension,Mayo,1503
2020,4,Carers Allowance,Meath,2762
2020,4,Carers Benefit,Meath,158
2020,4,Illness Benefit,Meath,4875
2020,4,Disability Allowance,Meath,4347
2020,4,Invalidity Pension,Meath,2091
2020,4,Carers Allowance,Monaghan,1141
2020,4,Carers Benefit,Monaghan,62
2020,4,Illness Benefit,Monaghan,1634
2020,4,Disability Allowance,Monaghan,1698
2020,4,Invalidity Pension,Monaghan,651
2020,4,Carers Allowance,Offaly,2176
2020,4,Carers Benefit,Offaly,74
2020,4,Illness Benefit,Offaly,1912
2020,4,Disability Allowance,Offaly,3091
2020,4,Invalidity Pension,Offaly,1203
2020,4,Carers Allowance,Roscommon,1579
2020,4,Carers Benefit,Roscommon,95
2020,4,Illness Benefit,Roscommon,1492
2020,4,Disability Allowance,Roscommon,2291
2020,4,Invalidity Pension,Roscommon,938
2020,4,Carers Allowance,Sligo,1410
2020,4,Carers Benefit,Sligo,76
2020,4,Illness Benefit,Sligo,1576
2020,4,Disability Allowance,Sligo,2391
2020,4,Invalidity Pension,Sligo,927
2020,4,Carers Allowance,Tipperary,4153
2020,4,Carers Benefit,Tipperary,174
2020,4,Illness Benefit,Tipperary,3703
2020,4,Disability Allowance,Tipperary,6617
2020,4,Invalidity Pension,Tipperary,2499
2020,4,Carers Allowance,Waterford,2404
2020,4,Carers Benefit,Waterford,104
2020,4,Illness Benefit,Waterford,3082
2020,4,Disability Allowance,Waterford,4205
2020,4,Invalidity Pension,Waterford,1742
2020,4,Carers Allowance,Westmeath,2127
2020,4,Carers Benefit,Westmeath,102
2020,4,Illness Benefit,Westmeath,2125
2020,4,Disability Allowance,Westmeath,3382
2020,4,Invalidity Pension,Westmeath,1352
2020,4,Carers Allowance,Wexford,3859
2020,4,Carers Benefit,Wexford,129
2020,4,Illness Benefit,Wexford,3681
2020,4,Disability Allowance,Wexford,5880
2020,4,Invalidity Pension,Wexford,2184
2020,4,Carers Allowance,Wicklow,2412
2020,4,Carers Benefit,Wicklow,93
2020,4,Illness Benefit,Wicklow,2696
2020,4,Disability Allowance,Wicklow,4076
2020,4,Invalidity Pension,Wicklow,1554
2020,4,State Pension Contributory,Carlow,5202
2020,4,State Pension Non Contributory,Carlow,1296
2020,4,Widow(er)'s Contributory Pension,Carlow,1562
2020,4,State Pension Contributory,Cavan,6022
2020,4,State Pension Non Contributory,Cavan,2296
2020,4,Widow(er)'s Contributory Pension,Cavan,1793
2020,4,State Pension Contributory,Clare,11113
2020,4,State Pension Non Contributory,Clare,3310
2020,4,Widow(er)'s Contributory Pension,Clare,3148
2020,4,State Pension Contributory,Cork,47709
2020,4,State Pension Non Contributory,Cork,9812
2020,4,Widow(er)'s Contributory Pension,Cork,13902
2020,4,State Pension Contributory,Donegal,12340
2020,4,State Pension Non Contributory,Donegal,7199
2020,4,Widow(er)'s Contributory Pension,Donegal,3593
2020,4,State Pension Contributory,Dublin,111911
2020,4,State Pension Non Contributory,Dublin,15131
2020,4,Widow(er)'s Contributory Pension,Dublin,30769
2020,4,State Pension Contributory,Galway,19813
2020,4,State Pension Non Contributory,Galway,7244
2020,4,Widow(er)'s Contributory Pension,Galway,5752
2020,4,State Pension Contributory,Kerry,13588
2020,4,State Pension Non Contributory,Kerry,4845
2020,4,Widow(er)'s Contributory Pension,Kerry,3986
2020,4,State Pension Contributory,Kildare,16424
2020,4,State Pension Non Contributory,Kildare,2385
2020,4,Widow(er)'s Contributory Pension,Kildare,4864
2020,4,State Pension Contributory,Kilkenny,8466
2020,4,State Pension Non Contributory,Kilkenny,2073
2020,4,Widow(er)'s Contributory Pension,Kilkenny,2398
2020,4,State Pension Contributory,Laois,5801
2020,4,State Pension Non Contributory,Laois,1637
2020,4,Widow(er)'s Contributory Pension,Laois,1856
2020,4,State Pension Contributory,Leitrim,3104
2020,4,State Pension Non Contributory,Leitrim,1154
2020,4,Widow(er)'s Contributory Pension,Leitrim,1038
2020,4,State Pension Contributory,Limerick,17859
2020,4,State Pension Non Contributory,Limerick,3970
2020,4,Widow(er)'s Contributory Pension,Limerick,5195
2020,4,State Pension Contributory,Longford,3665
2020,4,State Pension Non Contributory,Longford,1268
2020,4,Widow(er)'s Contributory Pension,Longford,1067
2020,4,State Pension Contributory,Louth,10910
2020,4,State Pension Non Contributory,Louth,2437
2020,4,Widow(er)'s Contributory Pension,Louth,3040
2020,4,State Pension Contributory,Mayo,12011
2020,4,State Pension Non Contributory,Mayo,5433
2020,4,Widow(er)'s Contributory Pension,Mayo,3653
2020,4,State Pension Contributory,Meath,14427
2020,4,State Pension Non Contributory,Meath,2716
2020,4,Widow(er)'s Contributory Pension,Meath,4168
2020,4,State Pension Contributory,Monaghan,5180
2020,4,State Pension Non Contributory,Monaghan,1855
2020,4,Widow(er)'s Contributory Pension,Monaghan,1573
2020,4,State Pension Contributory,Offaly,6377
2020,4,State Pension Non Contributory,Offaly,1542
2020,4,Widow(er)'s Contributory Pension,Offaly,1981
2020,4,State Pension Contributory,Roscommon,6040
2020,4,State Pension Non Contributory,Roscommon,2159
2020,4,Widow(er)'s Contributory Pension,Roscommon,1825
2020,4,State Pension Contributory,Sligo,6436
2020,4,State Pension Non Contributory,Sligo,1821
2020,4,Widow(er)'s Contributory Pension,Sligo,1834
2020,4,State Pension Contributory,Tipperary,15054
2020,4,State Pension Non Contributory,Tipperary,4183
2020,4,Widow(er)'s Contributory Pension,Tipperary,4645
2020,4,State Pension Contributory,Waterford,10992
2020,4,State Pension Non Contributory,Waterford,2564
2020,4,Widow(er)'s Contributory Pension,Waterford,3201
2020,4,State Pension Contributory,Westmeath,7596
2020,4,State Pension Non Contributory,Westmeath,1732
2020,4,Widow(er)'s Contributory Pension,Westmeath,2372
2020,4,State Pension Contributory,Wexford,13640
2020,4,State Pension Non Contributory,Wexford,4082
2020,4,Widow(er)'s Contributory Pension,Wexford,4075
2020,4,State Pension Contributory,Wicklow,12957
2020,4,State Pension Non Contributory,Wicklow,2223
2020,4,Widow(er)'s Contributory Pension,Wicklow,3466
2020,4,Household Benefits,Carlow,1103
2020,4,Household Benefits,Carlow,1468
2020,4,Rent Supplement,Carlow,194
2020,4,Household Benefits,Cavan,1330
2020,4,Household Benefits,Cavan,1834
2020,4,Rent Supplement,Cavan,202
2020,4,Household Benefits,Clare,2126
2020,4,Household Benefits,Clare,2997
2020,4,Rent Supplement,Clare,158
2020,4,Household Benefits,Cork,8246
2020,4,Household Benefits,Cork,14169
2020,4,Rent Supplement,Cork,2438
2020,4,Household Benefits,Donegal,3368
2020,4,Household Benefits,Donegal,3092
2020,4,Rent Supplement,Donegal,169
2020,4,Household Benefits,Dublin,16683
2020,4,Household Benefits,Dublin,37850
2020,4,Rent Supplement,Dublin,10370
2020,4,Household Benefits,Galway,4009
2020,4,Household Benefits,Galway,5223
2020,4,Rent Supplement,Galway,926
2020,4,Household Benefits,Kerry,2703
2020,4,Household Benefits,Kerry,3266
2020,4,Rent Supplement,Kerry,770
2020,4,Household Benefits,Kildare,2541
2020,4,Household Benefits,Kildare,4721
2020,4,Rent Supplement,Kildare,961
2020,4,Household Benefits,Kilkenny,1509
2020,4,Household Benefits,Kilkenny,2303
2020,4,Rent Supplement,Kilkenny,166
2020,4,Household Benefits,Laois,1512
2020,4,Household Benefits,Laois,1685
2020,4,Rent Supplement,Laois,181
2020,4,Household Benefits,Leitrim,721
2020,4,Household Benefits,Leitrim,1006
2020,4,Rent Supplement,Leitrim,72
2020,4,Household Benefits,Limerick,3572
2020,4,Household Benefits,Limerick,5291
2020,4,Rent Supplement,Limerick,496
2020,4,Household Benefits,Longford,1070
2020,4,Household Benefits,Longford,1255
2020,4,Rent Supplement,Longford,70
2020,4,Household Benefits,Louth,2091
2020,4,Household Benefits,Louth,3123
2020,4,Rent Supplement,Louth,173
2020,4,Household Benefits,Mayo,2689
2020,4,Household Benefits,Mayo,3605
2020,4,Rent Supplement,Mayo,295
2020,4,Household Benefits,Meath,2138
2020,4,Household Benefits,Meath,3991
2020,4,Rent Supplement,Meath,324
2020,4,Household Benefits,Monaghan,931
2020,4,Household Benefits,Monaghan,1410
2020,4,Rent Supplement,Monaghan,123
2020,4,Household Benefits,Offaly,1468
2020,4,Household Benefits,Offaly,1576
2020,4,Rent Supplement,Offaly,81
2020,4,Household Benefits,Roscommon,1335
2020,4,Household Benefits,Roscommon,1782
2020,4,Rent Supplement,Roscommon,146
2020,4,Household Benefits,Sligo,1251
2020,4,Household Benefits,Sligo,1958
2020,4,Rent Supplement,Sligo,176
2020,4,Household Benefits,Tipperary,3330
2020,4,Household Benefits,Tipperary,4413
2020,4,Rent Supplement,Tipperary,218
2020,4,Household Benefits,Waterford,2167
2020,4,Household Benefits,Waterford,3246
2020,4,Rent Supplement,Waterford,150
2020,4,Household Benefits,Westmeath,1647
2020,4,Household Benefits,Westmeath,2140
2020,4,Rent Supplement,Westmeath,414
2020,4,Household Benefits,Wexford,2870
2020,4,Household Benefits,Wexford,3572
2020,4,Rent Supplement,Wexford,452
2020,4,Household Benefits,Wicklow,1822
2020,4,Household Benefits,Wicklow,3703
2020,4,Rent Supplement,Wicklow,715
2020,4,Maternity Benefit,Carlow,324
2020,4,One Parent Family Payment,Carlow,585
2020,4,Parents Benefit,Carlow,74
2020,4,Paternity Benefit,Carlow,73
2020,4,Pandemic Unemployment Claim,Carlow,4986
2020,4,Jobseekers Allowance,Carlow,2853
2020,4,Jobseekers Benefit,Carlow,859
2020,4,Widows Non Contributory Pension,Carlow,14
2020,4,Maternity Benefit,Cavan,474
2020,4,One Parent Family Payment,Cavan,496
2020,4,Parents Benefit,Cavan,141
2020,4,Paternity Benefit,Cavan,115
2020,4,Pandemic Unemployment Claim,Cavan,7445
2020,4,Jobseekers Allowance,Cavan,2952
2020,4,Jobseekers Benefit,Cavan,870
2020,4,Widows Non Contributory Pension,Cavan,26
2020,4,Maternity Benefit,Clare,688
2020,4,One Parent Family Payment,Clare,837
2020,4,Parents Benefit,Clare,157
2020,4,Paternity Benefit,Clare,158
2020,4,Pandemic Unemployment Claim,Clare,12264
2020,4,Jobseekers Allowance,Clare,4535
2020,4,Jobseekers Benefit,Clare,2054
2020,4,Widows Non Contributory Pension,Clare,40
2020,4,Maternity Benefit,Cork,3467
2020,4,One Parent Family Payment,Cork,4018
2020,4,Parents Benefit,Cork,868
2020,4,Paternity Benefit,Cork,826
2020,4,Pandemic Unemployment Claim,Cork,50267
2020,4,Jobseekers Allowance,Cork,13806
2020,4,Jobseekers Benefit,Cork,6058
2020,4,Widows Non Contributory Pension,Cork,114
2020,4,Maternity Benefit,Donegal,866
2020,4,One Parent Family Payment,Donegal,1355
2020,4,Parents Benefit,Donegal,186
2020,4,Paternity Benefit,Donegal,183
2020,4,Pandemic Unemployment Claim,Donegal,17203
2020,4,Jobseekers Allowance,Donegal,8774
2020,4,Jobseekers Benefit,Donegal,1922
2020,4,Widows Non Contributory Pension,Donegal,77
2020,4,Maternity Benefit,Dublin,8223
2020,4,One Parent Family Payment,Dublin,14113
2020,4,Parents Benefit,Dublin,1775
2020,4,Paternity Benefit,Dublin,1800
2020,4,Pandemic Unemployment Claim,Dublin,155298
2020,4,Jobseekers Allowance,Dublin,41752
2020,4,Jobseekers Benefit,Dublin,17930
2020,4,Widows Non Contributory Pension,Dublin,325
2020,4,Maternity Benefit,Galway,1582
2020,4,One Parent Family Payment,Galway,1375
2020,4,Parents Benefit,Galway,447
2020,4,Paternity Benefit,Galway,354
2020,4,Pandemic Unemployment Claim,Galway,27313
2020,4,Jobseekers Allowance,Galway,8614
2020,4,Jobseekers Benefit,Galway,3151
2020,4,Widows Non Contributory Pension,Galway,88
2020,4,Maternity Benefit,Kerry,770
2020,4,One Parent Family Payment,Kerry,1005
2020,4,Parents Benefit,Kerry,204
2020,4,Paternity Benefit,Kerry,165
2020,4,Pandemic Unemployment Claim,Kerry,18819
2020,4,Jobseekers Allowance,Kerry,5649
2020,4,Jobseekers Benefit,Kerry,2194
2020,4,Widows Non Contributory Pension,Kerry,51
2020,4,Maternity Benefit,Kildare,1597
2020,4,One Parent Family Payment,Kildare,1719
2020,4,Parents Benefit,Kildare,346
2020,4,Paternity Benefit,Kildare,353
2020,4,Pandemic Unemployment Claim,Kildare,22021
2020,4,Jobseekers Allowance,Kildare,6466
2020,4,Jobseekers Benefit,Kildare,3028
2020,4,Widows Non Contributory Pension,Kildare,26
2020,4,Maternity Benefit,Kilkenny,585
2020,4,One Parent Family Payment,Kilkenny,751
2020,4,Parents Benefit,Kilkenny,161
2020,4,Paternity Benefit,Kilkenny,119
2020,4,Pandemic Unemployment Claim,Kilkenny,9205
2020,4,Jobseekers Allowance,Kilkenny,3629
2020,4,Jobseekers Benefit,Kilkenny,1169
2020,4,Widows Non Contributory Pension,Kilkenny,19
2020,4,Maternity Benefit,Laois,456
2020,4,One Parent Family Payment,Laois,739
2020,4,Parents Benefit,Laois,101
2020,4,Paternity Benefit,Laois,102
2020,4,Pandemic Unemployment Claim,Laois,7492
2020,4,Jobseekers Allowance,Laois,3257
2020,4,Jobseekers Benefit,Laois,927
2020,4,Widows Non Contributory Pension,Laois,24
2020,4,Maternity Benefit,Leitrim,200
2020,4,One Parent Family Payment,Leitrim,179
2020,4,Parents Benefit,Leitrim,59
2020,4,Paternity Benefit,Leitrim,43
2020,4,Pandemic Unemployment Claim,Leitrim,3121
2020,4,Jobseekers Allowance,Leitrim,1556
2020,4,Jobseekers Benefit,Leitrim,396
2020,4,Widows Non Contributory Pension,Leitrim,10
2020,4,Maternity Benefit,Limerick,1066
2020,4,One Parent Family Payment,Limerick,1919
2020,4,Parents Benefit,Limerick,276
2020,4,Paternity Benefit,Limerick,252
2020,4,Pandemic Unemployment Claim,Limerick,17590
2020,4,Jobseekers Allowance,Limerick,6714
2020,4,Jobseekers Benefit,Limerick,2146
2020,4,Widows Non Contributory Pension,Limerick,53
2020,4,Maternity Benefit,Longford,225
2020,4,One Parent Family Payment,Longford,431
2020,4,Parents Benefit,Longford,57
2020,4,Paternity Benefit,Longford,44
2020,4,Pandemic Unemployment Claim,Longford,3313
2020,4,Jobseekers Allowance,Longford,2189
2020,4,Jobseekers Benefit,Longford,457
2020,4,Widows Non Contributory Pension,Longford,22
2020,4,Maternity Benefit,Louth,685
2020,4,One Parent Family Payment,Louth,1564
2020,4,Parents Benefit,Louth,155
2020,4,Paternity Benefit,Louth,170
2020,4,Pandemic Unemployment Claim,Louth,13570
2020,4,Jobseekers Allowance,Louth,6294
2020,4,Jobseekers Benefit,Louth,1628
2020,4,Widows Non Contributory Pension,Louth,47
2020,4,Maternity Benefit,Mayo,746
2020,4,One Parent Family Payment,Mayo,856
2020,4,Parents Benefit,Mayo,184
2020,4,Paternity Benefit,Mayo,173
2020,4,Pandemic Unemployment Claim,Mayo,13085
2020,4,Jobseekers Allowance,Mayo,5502
2020,4,Jobseekers Benefit,Mayo,1646
2020,4,Widows Non Contributory Pension,Mayo,62
2020,4,Maternity Benefit,Meath,1319
2020,4,One Parent Family Payment,Meath,1525
2020,4,Parents Benefit,Meath,321
2020,4,Paternity Benefit,Meath,287
2020,4,Pandemic Unemployment Claim,Meath,20458
2020,4,Jobseekers Allowance,Meath,5728
2020,4,Jobseekers Benefit,Meath,3036
2020,4,Widows Non Contributory Pension,Meath,26
2020,4,Maternity Benefit,Monaghan,414
2020,4,One Parent Family Payment,Monaghan,447
2020,4,Parents Benefit,Monaghan,110
2020,4,Paternity Benefit,Monaghan,92
2020,4,Pandemic Unemployment Claim,Monaghan,6422
2020,4,Jobseekers Allowance,Monaghan,2145
2020,4,Jobseekers Benefit,Monaghan,672
2020,4,Widows Non Contributory Pension,Monaghan,29
2020,4,Maternity Benefit,Offaly,414
2020,4,One Parent Family Payment,Offaly,670
2020,4,Parents Benefit,Offaly,79
2020,4,Paternity Benefit,Offaly,110
2020,4,Pandemic Unemployment Claim,Offaly,6861
2020,4,Jobseekers Allowance,Offaly,3016
2020,4,Jobseekers Benefit,Offaly,1024
2020,4,Widows Non Contributory Pension,Offaly,22
2020,4,Maternity Benefit,Roscommon,391
2020,4,One Parent Family Payment,Roscommon,362
2020,4,Parents Benefit,Roscommon,101
2020,4,Paternity Benefit,Roscommon,83
2020,4,Pandemic Unemployment Claim,Roscommon,5851
2020,4,Jobseekers Allowance,Roscommon,2193
