"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02199V02655","Sex","C01999V02434","ILO Economic Status","UNIT","VALUE"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","-","Both sexes","11","Potential additional labour force","Thousand","56.5"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","-","Both sexes","12","Others not in labour force","Thousand","1299.8"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","10.2"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","1","Male","-","All ILO economic status","Thousand","1781.4"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","1","Male","01","In labour force","Thousand","1242.3"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","1","Male","02","In employment","Thousand","1059.3"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","1","Male","03","In employment full-time","Thousand","904.2"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","1","Male","04","In employment part-time","Thousand","155.1"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","1","Male","05","In employment part-time - not underemployed","Thousand","91.4"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","1","Male","06","In employment part-time - underemployed","Thousand","63.7"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","1","Male","07","Unemployed","Thousand","183"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","166.1"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","1","Male","09","Unemployed seeking part-time work","Thousand","8.7"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","1","Male","10","Not in labour force","Thousand","539.1"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","1","Male","11","Potential additional labour force","Thousand","32.6"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","1","Male","12","Others not in labour force","Thousand","506.5"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","1","Male","14","Unemployed seeking work as self-employed","Thousand","8.2"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","2","Female","-","All ILO economic status","Thousand","1846.7"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","2","Female","01","In labour force","Thousand","1029.5"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","2","Female","02","In employment","Thousand","902.6"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","2","Female","03","In employment full-time","Thousand","587.9"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","2","Female","04","In employment part-time","Thousand","314.7"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","2","Female","05","In employment part-time - not underemployed","Thousand","234.4"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","2","Female","06","In employment part-time - underemployed","Thousand","80.3"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","2","Female","07","Unemployed","Thousand","126.9"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","95.4"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","2","Female","09","Unemployed seeking part-time work","Thousand","29.5"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","2","Female","10","Not in labour force","Thousand","817.2"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","2","Female","11","Potential additional labour force","Thousand","23.8"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","2","Female","12","Others not in labour force","Thousand","793.3"
"QLF01C01","Persons aged 15 years and over","20133","2013Q3","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","-","Both sexes","-","All ILO economic status","Thousand","3635.1"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","-","Both sexes","01","In labour force","Thousand","2245.8"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","-","Both sexes","02","In employment","Thousand","1969.6"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","-","Both sexes","03","In employment full-time","Thousand","1496.7"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","-","Both sexes","04","In employment part-time","Thousand","472.8"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","-","Both sexes","05","In employment part-time - not underemployed","Thousand","325.5"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","-","Both sexes","06","In employment part-time - underemployed","Thousand","147.3"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","-","Both sexes","07","Unemployed","Thousand","276.3"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","232.4"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","-","Both sexes","09","Unemployed seeking part-time work","Thousand","34.8"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","-","Both sexes","10","Not in labour force","Thousand","1389.3"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","-","Both sexes","11","Potential additional labour force","Thousand","49.3"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","-","Both sexes","12","Others not in labour force","Thousand","1340.1"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","9"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","1","Male","-","All ILO economic status","Thousand","1784.4"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","1","Male","01","In labour force","Thousand","1229.2"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","1","Male","02","In employment","Thousand","1068.7"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","1","Male","03","In employment full-time","Thousand","913.6"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","1","Male","04","In employment part-time","Thousand","155.1"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","1","Male","05","In employment part-time - not underemployed","Thousand","89.2"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","1","Male","06","In employment part-time - underemployed","Thousand","66"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","1","Male","07","Unemployed","Thousand","160.5"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","145.4"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","1","Male","09","Unemployed seeking part-time work","Thousand","8"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","1","Male","10","Not in labour force","Thousand","555.1"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","1","Male","11","Potential additional labour force","Thousand","28.5"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","1","Male","12","Others not in labour force","Thousand","526.6"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","1","Male","14","Unemployed seeking work as self-employed","Thousand","7.1"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","2","Female","-","All ILO economic status","Thousand","1850.8"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","2","Female","01","In labour force","Thousand","1016.6"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","2","Female","02","In employment","Thousand","900.8"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","2","Female","03","In employment full-time","Thousand","583.2"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","2","Female","04","In employment part-time","Thousand","317.7"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","2","Female","05","In employment part-time - not underemployed","Thousand","236.4"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","2","Female","06","In employment part-time - underemployed","Thousand","81.3"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","2","Female","07","Unemployed","Thousand","115.8"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","87"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","2","Female","09","Unemployed seeking part-time work","Thousand","26.8"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","2","Female","10","Not in labour force","Thousand","834.2"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","2","Female","11","Potential additional labour force","Thousand","20.7"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","2","Female","12","Others not in labour force","Thousand","813.4"
"QLF01C01","Persons aged 15 years and over","20134","2013Q4","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","-","Both sexes","-","All ILO economic status","Thousand","3640.8"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","-","Both sexes","01","In labour force","Thousand","2232.8"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","-","Both sexes","02","In employment","Thousand","1950.8"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","-","Both sexes","03","In employment full-time","Thousand","1487.8"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","-","Both sexes","04","In employment part-time","Thousand","463"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","-","Both sexes","05","In employment part-time - not underemployed","Thousand","318.5"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","-","Both sexes","06","In employment part-time - underemployed","Thousand","144.5"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","-","Both sexes","07","Unemployed","Thousand","282"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","236.9"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","-","Both sexes","09","Unemployed seeking part-time work","Thousand","34.9"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","-","Both sexes","10","Not in labour force","Thousand","1408"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","-","Both sexes","11","Potential additional labour force","Thousand","46.3"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","-","Both sexes","12","Others not in labour force","Thousand","1361.7"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","10.2"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","1","Male","-","All ILO economic status","Thousand","1786.6"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","1","Male","01","In labour force","Thousand","1221.7"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","1","Male","02","In employment","Thousand","1056.1"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","1","Male","03","In employment full-time","Thousand","901.8"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","1","Male","04","In employment part-time","Thousand","154.3"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","1","Male","05","In employment part-time - not underemployed","Thousand","88"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","1","Male","06","In employment part-time - underemployed","Thousand","66.3"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","1","Male","07","Unemployed","Thousand","165.6"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","151.7"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","1","Male","09","Unemployed seeking part-time work","Thousand","5.8"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","1","Male","10","Not in labour force","Thousand","564.9"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","1","Male","11","Potential additional labour force","Thousand","28.5"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","1","Male","12","Others not in labour force","Thousand","536.4"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","1","Male","14","Unemployed seeking work as self-employed","Thousand","8.1"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","2","Female","-","All ILO economic status","Thousand","1854.2"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","2","Female","01","In labour force","Thousand","1011.1"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","2","Female","02","In employment","Thousand","894.7"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","2","Female","03","In employment full-time","Thousand","586"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","2","Female","04","In employment part-time","Thousand","308.7"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","2","Female","05","In employment part-time - not underemployed","Thousand","230.5"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","2","Female","06","In employment part-time - underemployed","Thousand","78.2"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","2","Female","07","Unemployed","Thousand","116.4"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","85.2"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","2","Female","09","Unemployed seeking part-time work","Thousand","29.1"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","2","Female","10","Not in labour force","Thousand","843.1"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","2","Female","11","Potential additional labour force","Thousand","17.8"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","2","Female","12","Others not in labour force","Thousand","825.3"
"QLF01C01","Persons aged 15 years and over","20141","2014Q1","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","-","Both sexes","-","All ILO economic status","Thousand","3647.9"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","-","Both sexes","01","In labour force","Thousand","2248.3"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","-","Both sexes","02","In employment","Thousand","1968.9"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","-","Both sexes","03","In employment full-time","Thousand","1506.2"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","-","Both sexes","04","In employment part-time","Thousand","462.7"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","-","Both sexes","05","In employment part-time - not underemployed","Thousand","329.4"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","-","Both sexes","06","In employment part-time - underemployed","Thousand","133.4"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","-","Both sexes","07","Unemployed","Thousand","279.4"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","237.4"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","-","Both sexes","09","Unemployed seeking part-time work","Thousand","32.2"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","-","Both sexes","10","Not in labour force","Thousand","1399.6"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","-","Both sexes","11","Potential additional labour force","Thousand","50.7"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","-","Both sexes","12","Others not in labour force","Thousand","1349"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","9.8"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","1","Male","-","All ILO economic status","Thousand","1789.5"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","1","Male","01","In labour force","Thousand","1230.9"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","1","Male","02","In employment","Thousand","1066.3"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","1","Male","03","In employment full-time","Thousand","911.1"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","1","Male","04","In employment part-time","Thousand","155.2"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","1","Male","05","In employment part-time - not underemployed","Thousand","94"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","1","Male","06","In employment part-time - underemployed","Thousand","61.2"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","1","Male","07","Unemployed","Thousand","164.7"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","148.4"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","1","Male","09","Unemployed seeking part-time work","Thousand","7.8"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","1","Male","10","Not in labour force","Thousand","558.5"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","1","Male","11","Potential additional labour force","Thousand","28.5"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","1","Male","12","Others not in labour force","Thousand","530.1"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","1","Male","14","Unemployed seeking work as self-employed","Thousand","8.4"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","2","Female","-","All ILO economic status","Thousand","1858.4"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","2","Female","01","In labour force","Thousand","1017.4"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","2","Female","02","In employment","Thousand","902.6"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","2","Female","03","In employment full-time","Thousand","595.1"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","2","Female","04","In employment part-time","Thousand","307.5"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","2","Female","05","In employment part-time - not underemployed","Thousand","235.3"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","2","Female","06","In employment part-time - underemployed","Thousand","72.2"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","2","Female","07","Unemployed","Thousand","114.7"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","89"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","2","Female","09","Unemployed seeking part-time work","Thousand","24.4"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","2","Female","10","Not in labour force","Thousand","841.1"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","2","Female","11","Potential additional labour force","Thousand","22.2"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","2","Female","12","Others not in labour force","Thousand","818.9"
"QLF01C01","Persons aged 15 years and over","20142","2014Q2","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","-","Both sexes","-","All ILO economic status","Thousand","3658.1"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","-","Both sexes","01","In labour force","Thousand","2281.6"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","-","Both sexes","02","In employment","Thousand","2009.4"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","-","Both sexes","03","In employment full-time","Thousand","1536"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","-","Both sexes","04","In employment part-time","Thousand","473.4"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","-","Both sexes","05","In employment part-time - not underemployed","Thousand","342.6"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","-","Both sexes","06","In employment part-time - underemployed","Thousand","130.8"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","-","Both sexes","07","Unemployed","Thousand","272.2"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","231.6"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","-","Both sexes","09","Unemployed seeking part-time work","Thousand","34.2"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","-","Both sexes","10","Not in labour force","Thousand","1376.5"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","-","Both sexes","11","Potential additional labour force","Thousand","47.2"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","-","Both sexes","12","Others not in labour force","Thousand","1329.3"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","6.4"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","1","Male","-","All ILO economic status","Thousand","1793.9"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","1","Male","01","In labour force","Thousand","1245.2"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","1","Male","02","In employment","Thousand","1090.5"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","1","Male","03","In employment full-time","Thousand","931.3"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","1","Male","04","In employment part-time","Thousand","159.2"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","1","Male","05","In employment part-time - not underemployed","Thousand","97.6"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","1","Male","06","In employment part-time - underemployed","Thousand","61.6"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","1","Male","07","Unemployed","Thousand","154.7"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","140.8"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","1","Male","09","Unemployed seeking part-time work","Thousand","8.5"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","1","Male","10","Not in labour force","Thousand","548.6"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","1","Male","11","Potential additional labour force","Thousand","27.3"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","1","Male","12","Others not in labour force","Thousand","521.4"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","1","Male","14","Unemployed seeking work as self-employed","Thousand","5.4"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","2","Female","-","All ILO economic status","Thousand","1864.2"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","2","Female","01","In labour force","Thousand","1036.4"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","2","Female","02","In employment","Thousand","918.9"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","2","Female","03","In employment full-time","Thousand","604.7"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","2","Female","04","In employment part-time","Thousand","314.2"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","2","Female","05","In employment part-time - not underemployed","Thousand","244.9"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","2","Female","06","In employment part-time - underemployed","Thousand","69.2"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","2","Female","07","Unemployed","Thousand","117.5"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","90.8"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","2","Female","09","Unemployed seeking part-time work","Thousand","25.7"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","2","Female","10","Not in labour force","Thousand","827.9"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","2","Female","11","Potential additional labour force","Thousand","20"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","2","Female","12","Others not in labour force","Thousand","807.9"
"QLF01C01","Persons aged 15 years and over","20143","2014Q3","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","-","Both sexes","-","All ILO economic status","Thousand","3667.8"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","-","Both sexes","01","In labour force","Thousand","2259.9"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","-","Both sexes","02","In employment","Thousand","2025"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","-","Both sexes","03","In employment full-time","Thousand","1558.4"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","-","Both sexes","04","In employment part-time","Thousand","466.7"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","-","Both sexes","05","In employment part-time - not underemployed","Thousand","347.5"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","-","Both sexes","06","In employment part-time - underemployed","Thousand","119.2"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","-","Both sexes","07","Unemployed","Thousand","234.9"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","201.2"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","-","Both sexes","09","Unemployed seeking part-time work","Thousand","26.1"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","-","Both sexes","10","Not in labour force","Thousand","1407.9"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","-","Both sexes","11","Potential additional labour force","Thousand","39.7"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","-","Both sexes","12","Others not in labour force","Thousand","1368.2"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","7.6"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","1","Male","-","All ILO economic status","Thousand","1798"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","1","Male","01","In labour force","Thousand","1237.8"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","1","Male","02","In employment","Thousand","1098.5"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","1","Male","03","In employment full-time","Thousand","947"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","1","Male","04","In employment part-time","Thousand","151.5"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","1","Male","05","In employment part-time - not underemployed","Thousand","94.5"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","1","Male","06","In employment part-time - underemployed","Thousand","57"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","1","Male","07","Unemployed","Thousand","139.3"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","128.2"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","1","Male","09","Unemployed seeking part-time work","Thousand","4.6"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","1","Male","10","Not in labour force","Thousand","560.1"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","1","Male","11","Potential additional labour force","Thousand","21.8"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","1","Male","12","Others not in labour force","Thousand","538.3"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","1","Male","14","Unemployed seeking work as self-employed","Thousand","6.5"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","2","Female","-","All ILO economic status","Thousand","1869.8"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","2","Female","01","In labour force","Thousand","1022.1"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","2","Female","02","In employment","Thousand","926.5"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","2","Female","03","In employment full-time","Thousand","611.4"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","2","Female","04","In employment part-time","Thousand","315.2"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","2","Female","05","In employment part-time - not underemployed","Thousand","253"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","2","Female","06","In employment part-time - underemployed","Thousand","62.2"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","2","Female","07","Unemployed","Thousand","95.5"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","73.1"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","2","Female","09","Unemployed seeking part-time work","Thousand","21.4"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","2","Female","10","Not in labour force","Thousand","847.8"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","2","Female","11","Potential additional labour force","Thousand","17.9"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","2","Female","12","Others not in labour force","Thousand","829.8"
"QLF01C01","Persons aged 15 years and over","20144","2014Q4","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20151","2015Q1","-","Both sexes","-","All ILO economic status","Thousand","3676.2"
"QLF01C01","Persons aged 15 years and over","20151","2015Q1","-","Both sexes","01","In labour force","Thousand","2246.4"
"QLF01C01","Persons aged 15 years and over","20151","2015Q1","-","Both sexes","02","In employment","Thousand","2012.4"
"QLF01C01","Persons aged 15 years and over","20151","2015Q1","-","Both sexes","03","In employment full-time","Thousand","1554.6"
"QLF01C01","Persons aged 15 years and over","20151","2015Q1","-","Both sexes","04","In employment part-time","Thousand","457.8"
