period,programme,scheme,scheme_description,basis,county,county_code,UGI,recipients
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,9832.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,3377.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,3045.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,42540.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,9946.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,13756.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,11073.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,7112.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,3565.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,102155.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,14462.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,30730.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,17183.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,7411.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,5644.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,12022.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,4949.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,3895.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,14376.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,2311.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,4704.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,7510.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,2105.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,2381.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,5106.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,1617.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,1765.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,2739.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,1182.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,1034.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,15919.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,4016.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,5143.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,3224.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,1268.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,1031.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,9851.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,2349.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,2965.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,10450.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,5583.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,3571.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,12589.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,2667.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,4079.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,4534.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,1917.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,1561.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,5628.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,1563.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,1952.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,5186.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,2254.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,1812.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,5712.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,1890.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,1811.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,13395.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,4243.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,4588.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Unknown,XX,unknown,46823.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Unknown,XX,unknown,146.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Unknown,XX,unknown,7931.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,9813.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,2518.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,3144.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,6706.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,1721.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,2337.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,12095.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,4024.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,3922.0
2018Q3,Pensions,SPC,State Pension Contributory,Social Insurance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,11529.0
2018Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,2117.0
2018Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,3420.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,All,All,XX,59351.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,All,All,XX,95995.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,All,All,XX,28025.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,905.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,1171.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,256.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,1133.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,1486.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,245.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,1734.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,2363.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,162.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,6707.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,11296.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,3016.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,2688.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,2463.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,131.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,13069.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,30524.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,13643.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,3268.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,4183.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,1345.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,2163.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,2530.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,878.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,1952.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,3597.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,1481.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,1190.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,1834.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,163.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,1167.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,1302.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,398.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,554.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,795.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,134.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,2838.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,4055.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,565.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,846.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,998.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,196.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,1583.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,2548.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,339.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,2320.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,2815.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,468.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,1740.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,3056.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,482.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,783.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,1149.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,123.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,1106.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,1199.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,135.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,1085.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,1436.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,271.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,1019.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,1519.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,110.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,2709.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,3544.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,320.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Unknown,XX,unknown,83.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Unknown,XX,unknown,123.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Unknown,XX,unknown,116.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,1697.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,2559.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,159.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,1283.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,1659.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,697.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,2323.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,2920.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,1006.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,1406.0
2018Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,2871.0
2018Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,1186.0
2018Q3,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,All,All,XX,29575.0
2018Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,All,All,XX,41959.0
2018Q3,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,All,All,XX,6655.0
2018Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,All,All,XX,205832.0
2018Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,All,All,XX,62942.0
2018Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,All,All,XX,1497.0
2018Q3,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,348.0
2018Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,548.0
2018Q3,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,91.0
2018Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,3371.0
2018Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,809.0
2018Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,15.0
2018Q3,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,490.0
2018Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,495.0
2018Q3,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,119.0
2018Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,3568.0
2018Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,948.0
2018Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,23.0
2018Q3,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,688.0
2018Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,848.0
2018Q3,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,152.0
2018Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,5249.0
2018Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,1682.0
2018Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,46.0
2018Q3,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,3422.0
2018Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,3976.0
2018Q3,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,891.0
2018Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,17337.0
2018Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,6482.0
2018Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,137.0
2018Q3,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,883.0
2018Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,1323.0
2018Q3,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,177.0
2018Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,11057.0
2018Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,2256.0
2018Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,104.0
2018Q3,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,8205.0
